600

951, 172, 58
77, 58, 14
77, 14, 58
580, 59, 598
580, 598, 59
769, 59, 50
769, 50, 59
777, 60, 573
777, 573, 60
847, 61, 284
847, 284, 61
333, 61, 371
333, 371, 61
803, 61, 37
803, 37, 61
432, 62, 300
432, 300, 62
172, 62, 441
172, 441, 62
275, 63, 106
275, 106, 63
989, 63, 321
989, 321, 63
876, 63, 265
876, 265, 63
941, 63, 455
941, 455, 63
950, 63, 254
950, 254, 63
293, 64, 512
293, 512, 64
414, 64, 405
414, 405, 64
552, 66, 238
552, 238, 66
498, 66, 363
498, 363, 66
735, 67, 356
735, 356, 67
93, 69, 76
93, 76, 69
988, 70, 228
988, 228, 70
670, 70, 342
670, 342, 70
124, 71, 117
124, 117, 71
806, 71, 499
806, 499, 71
843, 71, 289
843, 289, 71
579, 72, 84
579, 84, 72
463, 73, 599
463, 599, 73
798, 73, 106
798, 106, 73
644, 74, 138
644, 138, 74
426, 74, 38
426, 38, 74
757, 74, 446
757, 446, 74
39, 74, 474
39, 474, 74
739, 75, 233
739, 233, 75
434, 75, 208
434, 208, 75
226, 75, 312
226, 312, 75
190, 76, 462
190, 462, 76
798, 76, 419
798, 419, 76
495, 76, 358
495, 358, 76
373, 77, 47
373, 47, 77
508, 77, 352
508, 352, 77
122, 78, 126
122, 126, 78
68, 78, 236
68, 236, 78
198, 78, 239
198, 239, 78
370, 79, 193
370, 193, 79
906, 79, 396
906, 396, 79
752, 79, 406
752, 406, 79
393, 79, 449
393, 449, 79
408, 79, 54
408, 54, 79
60, 80, 481
60, 481, 80
251, 80, 506
251, 506, 80
447, 81, 405
447, 405, 81
268, 83, 253
268, 253, 83
854, 83, 114
854, 114, 83
651, 83, 334
651, 334, 83
189, 83, 414
189, 414, 83
932, 84, 272
932, 272, 84
731, 84, 437
731, 437, 84
670, 84, 244
670, 244, 84
88, 84, 288
88, 288, 84
180, 84, 213
180, 213, 84
31, 85, 431
31, 431, 85
457, 85, 556
457, 556, 85
280, 85, 188
280, 188, 85
922, 85, 429
922, 429, 85
8, 86, 78
8, 78, 86
109, 86, 147
109, 147, 86
553, 87, 539
553, 539, 87
463, 87, 40
463, 40, 87
695, 87, 211
695, 211, 87
544, 89, 261
544, 261, 89
755, 89, 25
755, 25, 89
46, 89, 525
46, 525, 89
483, 89, 310
483, 310, 89
923, 89, 495
923, 495, 89
284, 90, 200
284, 200, 90
294, 90, 468
294, 468, 90
451, 90, 511
451, 511, 90
427, 90, 85
427, 85, 90
454, 90, 330
454, 330, 90
389, 91, 84
389, 84, 91
718, 91, 533
718, 533, 91
181, 91, 105
181, 105, 91
410, 93, 308
410, 308, 93
158, 93, 349
158, 349, 93
490, 94, 555
490, 555, 94
144, 94, 239
144, 239, 94
521, 94, 272
521, 272, 94
126, 94, 178
126, 178, 94
943, 95, 3
943, 3, 95
961, 95, 426
961, 426, 95
124, 95, 519
124, 519, 95
100, 95, 246
100, 246, 95
345, 96, 233
345, 233, 96
634, 96, 526
634, 526, 96
290, 96, 331
290, 331, 96
200, 97, 305
200, 305, 97
463, 98, 294
463, 294, 98
526, 99, 348
526, 348, 99
639, 100, 454
639, 454, 100
12, 100, 590
12, 590, 100
722, 100, 122
722, 122, 100
717, 100, 242
717, 242, 100
869, 101, 362
869, 362, 101
658, 102, 582
658, 582, 102
808, 102, 213
808, 213, 102
397, 103, 238
397, 238, 103
735, 103, 268
735, 268, 103
112, 105, 505
112, 505, 105
40, 107, 361
40, 361, 107
67, 107, 32
67, 32, 107
430, 107, 83
430, 83, 107
456, 108, 343
456, 343, 108
557, 108, 245
557, 245, 108
934, 108, 412
934, 412, 108
683, 109, 535
683, 535, 109
136, 110, 51
136, 51, 110
622, 110, 558
622, 558, 110
106, 110, 508
106, 508, 110
720, 111, 227
720, 227, 111
689, 111, 330
689, 330, 111
228, 112, 79
228, 79, 112
559, 112, 253
559, 253, 112
410, 112, 549
410, 549, 112
159, 113, 115
159, 115, 113
999, 113, 491
999, 491, 113
118, 113, 326
118, 326, 113
947, 113, 175
947, 175, 113
303, 113, 101
303, 101, 113
837, 114, 425
837, 425, 114
981, 114, 68
981, 68, 114
216, 114, 386
216, 386, 114
214, 114, 136
214, 136, 114
893, 115, 408
893, 408, 115
127, 116, 320
127, 320, 116
137, 116, 58
137, 58, 116
716, 117, 230
716, 230, 117
737, 117, 522
737, 522, 117
598, 117, 125
598, 125, 117
276, 117, 28
276, 28, 117
139, 118, 125
139, 125, 118
897, 118, 209
897, 209, 118
527, 119, 560
527, 560, 119
810, 119, 512
810, 512, 119
353, 119, 424
353, 424, 119
510, 119, 45
510, 45, 119
713, 120, 217
713, 217, 120
579, 121, 73
579, 73, 121
51, 121, 98
51, 98, 121
166, 121, 474
166, 474, 121
514, 121, 104
514, 104, 121
610, 121, 372
610, 372, 121
849, 123, 525
849, 525, 123
701, 123, 22
701, 22, 123
953, 123, 555
953, 555, 123
2, 123, 361
2, 361, 123
847, 124, 292
847, 292, 124
895, 124, 134
895, 134, 124
965, 124, 392
965, 392, 124
164, 124, 400
164, 400, 124
558, 125, 398
558, 398, 125
674, 126, 286
674, 286, 126
699, 126, 4
699, 4, 126
332, 126, 100
332, 100, 126
368, 126, 565
368, 565, 126
632, 127, 543
632, 543, 127
516, 127, 371
516, 371, 127
372, 127, 181
372, 181, 127
521, 128, 384
521, 384, 128
402, 128, 422
402, 422, 128
1000, 128, 274
1000, 274, 128
218, 128, 204
218, 204, 128
156, 129, 101
156, 101, 129
855, 129, 446
855, 446, 129
158, 129, 163
158, 163, 129
67, 129, 153
67, 153, 129
10, 129, 217
10, 217, 129
377, 130, 114
377, 114, 130
770, 130, 543
770, 543, 130
792, 130, 257
792, 257, 130
319, 130, 468
319, 468, 130
129, 131, 264
129, 264, 131
529, 132, 130
529, 130, 132
35, 132, 12
35, 12, 132
313, 132, 519
313, 519, 132
551, 132, 345
551, 345, 132
327, 132, 253
327, 253, 132
50, 134, 392
50, 392, 134
386, 134, 476
386, 476, 134
145, 134, 294
145, 294, 134
467, 134, 565
467, 565, 134
898, 135, 1
898, 1, 135
635, 135, 488
635, 488, 135
372, 135, 596
372, 596, 135
385, 135, 368
385, 368, 135
264, 135, 387
264, 387, 135
586, 136, 185
586, 185, 136
924, 137, 57
924, 57, 137
976, 138, 159
976, 159, 138
630, 138, 84
630, 84, 138
249, 138, 456
249, 456, 138
998, 138, 19
998, 19, 138
840, 139, 335
840, 335, 139
474, 141, 27
474, 27, 141
380, 141, 421
380, 421, 141
969, 143, 404
969, 404, 143
737, 144, 107
737, 107, 144
417, 144, 348
417, 348, 144
455, 145, 125
455, 125, 145
905, 145, 410
905, 410, 145
562, 145, 433
562, 433, 145
159, 146, 152
159, 152, 146
762, 146, 171
762, 171, 146
980, 146, 447
980, 447, 146
618, 146, 208
618, 208, 146
733, 147, 271
733, 271, 147
295, 147, 555
295, 555, 147
430, 147, 399
430, 399, 147
729, 147, 240
729, 240, 147
16, 148, 470
16, 470, 148
932, 148, 213
932, 213, 148
953, 148, 586
953, 586, 148
80, 149, 451
80, 451, 149
35, 149, 120
35, 120, 149
584, 149, 239
584, 239, 149
688, 149, 36
688, 36, 149
929, 149, 248
929, 248, 149
94, 151, 576
94, 576, 151
143, 152, 214
143, 214, 152
894, 152, 265
894, 265, 152
941, 152, 232
941, 232, 152
515, 153, 591
515, 591, 153
731, 153, 374
731, 374, 153
505, 153, 154
505, 154, 153
312, 153, 532
312, 532, 153
929, 153, 384
929, 384, 153
81, 154, 89
81, 89, 154
76, 154, 524
76, 524, 154
48, 154, 69
48, 69, 154
439, 154, 226
439, 226, 154
730, 155, 308
730, 308, 155
286, 155, 87
286, 87, 155
802, 155, 520
802, 520, 155
270, 155, 599
270, 599, 155
782, 155, 339
782, 339, 155
77, 156, 465
77, 465, 156
889, 157, 94
889, 94, 157
736, 157, 564
736, 564, 157
824, 157, 160
824, 160, 157
898, 157, 45
898, 45, 157
478, 157, 394
478, 394, 157
546, 158, 47
546, 47, 158
465, 158, 194
465, 194, 158
609, 158, 421
609, 421, 158
706, 159, 305
706, 305, 159
158, 159, 511
158, 511, 159
701, 160, 433
701, 433, 160
288, 160, 310
288, 310, 160
108, 163, 248
108, 248, 163
645, 163, 567
645, 567, 163
288, 163, 591
288, 591, 163
766, 163, 106
766, 106, 163
188, 163, 266
188, 266, 163
641, 164, 399
641, 399, 164
772, 164, 233
772, 233, 164
72, 164, 147
72, 147, 164
352, 164, 268
352, 268, 164
694, 165, 323
694, 323, 165
612, 165, 250
612, 250, 165
767, 165, 171
767, 171, 165
561, 165, 552
561, 552, 165
569, 166, 375
569, 375, 166
841, 167, 143
841, 143, 167
105, 167, 45
105, 45, 167
920, 167, 440
920, 440, 167
763, 167, 22
763, 22, 167
950, 167, 284
950, 284, 167
937, 168, 86
937, 86, 168
742, 168, 479
742, 479, 168
639, 168, 492
639, 492, 168
215, 168, 524
215, 524, 168
386, 168, 112
386, 112, 168
11, 170, 107
11, 107, 170
620, 170, 140
620, 140, 170
425, 170, 540
425, 540, 170
422, 170, 532
422, 532, 170
588, 170, 333
588, 333, 170
246, 171, 509
246, 509, 171
919, 171, 111
919, 111, 171
288, 171, 330
288, 330, 171
385, 171, 415
385, 415, 171
11, 171, 507
11, 507, 171
578, 172, 195
578, 195, 172
623, 173, 234
623, 234, 173
650, 173, 292
650, 292, 173
986, 173, 303
986, 303, 173
247, 173, 340
247, 340, 173
635, 174, 558
635, 558, 174
456, 174, 337
456, 337, 174
864, 175, 15
864, 15, 175
283, 175, 560
283, 560, 175
653, 175, 202
653, 202, 175
750, 176, 454
750, 454, 176
509, 176, 159
509, 159, 176
162, 177, 323
162, 323, 177
543, 178, 517
543, 517, 178
62, 178, 253
62, 253, 178
863, 178, 309
863, 309, 178
992, 178, 307
992, 307, 178
140, 178, 252
140, 252, 178
525, 179, 587
525, 587, 179
700, 180, 544
700, 544, 180
354, 181, 233
354, 233, 181
943, 181, 410
943, 410, 181
158, 182, 10
158, 10, 182
734, 182, 88
734, 88, 182
78, 182, 506
78, 506, 182
863, 182, 341
863, 341, 182
675, 182, 185
675, 185, 182
708, 183, 83
708, 83, 183
609, 184, 355
609, 355, 184
736, 184, 250
736, 250, 184
943, 184, 274
943, 274, 184
389, 185, 366
389, 366, 185
96, 185, 518
96, 518, 185
994, 185, 374
994, 374, 185
593, 185, 124
593, 124, 185
574, 185, 564
574, 564, 185
79, 186, 417
79, 417, 186
381, 187, 566
381, 566, 187
918, 187, 551
918, 551, 187
92, 189, 63
92, 63, 189
579, 189, 190
579, 190, 189
967, 189, 282
967, 282, 189
33, 189, 401
33, 401, 189
905, 189, 470
905, 470, 189
840, 190, 77
840, 77, 190
755, 190, 161
755, 161, 190
811, 190, 106
811, 106, 190
281, 191, 510
281, 510, 191
737, 191, 234
737, 234, 191
377, 191, 103
377, 103, 191
690, 192, 541
690, 541, 192
909, 192, 590
909, 590, 192
316, 192, 413
316, 413, 192
130, 192, 151
130, 151, 192
452, 193, 175
452, 175, 193
84, 193, 145
84, 145, 193
134, 193, 237
134, 237, 193
926, 194, 276
926, 276, 194
549, 195, 593
549, 593, 195
165, 196, 596
165, 596, 196
499, 196, 76
499, 76, 196
322, 196, 296
322, 296, 196
167, 198, 130
167, 130, 198
342, 198, 490
342, 490, 198
43, 198, 578
43, 578, 198
753, 198, 191
753, 191, 198
253, 199, 311
253, 311, 199
308, 199, 205
308, 205, 199
289, 200, 391
289, 391, 200
346, 201, 300
346, 300, 201
209, 201, 53
209, 53, 201
39, 202, 438
39, 438, 202
342, 202, 277
342, 277, 202
222, 202, 30
222, 30, 202
222, 204, 136
222, 136, 204
695, 204, 371
695, 371, 204
195, 208, 341
195, 341, 208
111, 208, 266
111, 266, 208
584, 208, 311
584, 311, 208
128, 208, 590
128, 590, 208
668, 208, 60
668, 60, 208
23, 209, 342
23, 342, 209
818, 209, 156
818, 156, 209
212, 209, 406
212, 406, 209
140, 210, 139
140, 139, 210
891, 212, 541
891, 541, 212
427, 212, 500
427, 500, 212
347, 212, 190
347, 190, 212
74, 213, 506
74, 506, 213
379, 213, 229
379, 229, 213
331, 213, 543
331, 543, 213
419, 214, 35
419, 35, 214
457, 214, 93
457, 93, 214
849, 215, 265
849, 265, 215
848, 215, 147
848, 147, 215
443, 215, 136
443, 136, 215
640, 215, 319
640, 319, 215
646, 215, 70
646, 70, 215
811, 216, 335
811, 335, 216
192, 216, 216
192, 216, 216
397, 216, 116
397, 116, 216
22, 216, 181
22, 181, 216
909, 217, 164
909, 164, 217
778, 217, 417
778, 417, 217
851, 217, 41
851, 41, 217
492, 218, 378
492, 378, 218
872, 218, 362
872, 362, 218
839, 218, 546
839, 546, 218
136, 218, 529
136, 529, 218
487, 218, 2
487, 2, 218
91, 219, 309
91, 309, 219
594, 220, 421
594, 421, 220
237, 220, 25
237, 25, 220
217, 222, 92
217, 92, 222
536, 222, 358
536, 358, 222
393, 222, 520
393, 520, 222
307, 222, 243
307, 243, 222
637, 222, 406
637, 406, 222
353, 224, 240
353, 240, 224
563, 224, 141
563, 141, 224
547, 224, 403
547, 403, 224
625, 224, 302
625, 302, 224
956, 224, 185
956, 185, 224
874, 225, 382
874, 382, 225
753, 225, 499
753, 499, 225
437, 225, 126
437, 126, 225
762, 226, 598
762, 598, 226
211, 226, 42
211, 42, 226
143, 226, 570
143, 570, 226
600, 227, 369
600, 369, 227
425, 227, 526
425, 526, 227
357, 227, 266
357, 266, 227
756, 229, 496
756, 496, 229
248, 229, 236
248, 236, 229
800, 231, 545
800, 545, 231
565, 231, 126
565, 126, 231
898, 232, 318
898, 318, 232
778, 232, 492
778, 492, 232
803, 233, 9
803, 9, 233
780, 233, 77
780, 77, 233
633, 233, 235
633, 235, 233
872, 233, 97
872, 97, 233
921, 235, 3
921, 3, 235
240, 235, 194
240, 194, 235
728, 235, 124
728, 124, 235
134, 235, 557
134, 557, 235
909, 235, 375
909, 375, 235
718, 236, 215
718, 215, 236
61, 236, 67
61, 67, 236
216, 237, 278
216, 278, 237
109, 237, 145
109, 145, 237
787, 237, 246
787, 246, 237
721, 238, 18
721, 18, 238
602, 238, 181
602, 181, 238
473, 239, 571
473, 571, 239
702, 239, 427
702, 427, 239
348, 241, 541
348, 541, 241
701, 241, 579
701, 579, 241
55, 242, 378
55, 378, 242
356, 242, 141
356, 141, 242
922, 242, 482
922, 482, 242
40, 242, 397
40, 397, 242
231, 242, 73
231, 73, 242
300, 243, 290
300, 290, 243
886, 243, 436
886, 436, 243
732, 243, 8
732, 8, 243
854, 244, 19
854, 19, 244
11, 244, 314
11, 314, 244
424, 244, 113
424, 113, 244
796, 244, 35
796, 35, 244
702, 244, 498
702, 498, 244
402, 246, 120
402, 120, 246
534, 246, 305
534, 305, 246
39, 246, 198
39, 198, 246
428, 246, 481
428, 481, 246
274, 247, 346
274, 346, 247
555, 248, 223
555, 223, 248
110, 248, 253
110, 253, 248
801, 248, 415
801, 415, 248
386, 248, 419
386, 419, 248
738, 249, 86
738, 86, 249
956, 249, 157
956, 157, 249
597, 249, 286
597, 286, 249
431, 249, 231
431, 231, 249
938, 249, 387
938, 387, 249
682, 252, 430
682, 430, 252
112, 252, 513
112, 513, 252
443, 252, 112
443, 112, 252
930, 252, 374
930, 374, 252
651, 253, 317
651, 317, 253
21, 253, 151
21, 151, 253
234, 255, 390
234, 390, 255
576, 255, 241
576, 241, 255
805, 255, 434
805, 434, 255
639, 255, 217
639, 217, 255
302, 256, 541
302, 541, 256
606, 256, 442
606, 442, 256
724, 256, 78
724, 78, 256
886, 257, 366
886, 366, 257
568, 257, 448
568, 448, 257
613, 257, 238
613, 238, 257
421, 257, 284
421, 284, 257
718, 258, 89
718, 89, 258
161, 259, 388
161, 388, 259
17, 259, 178
17, 178, 259
224, 260, 238
224, 238, 260
213, 260, 551
213, 551, 260
900, 260, 113
900, 113, 260
321, 260, 399
321, 399, 260
844, 261, 320
844, 320, 261
716, 261, 329
716, 329, 261
657, 261, 282
657, 282, 261
300, 261, 223
300, 223, 261
126, 262, 577
126, 577, 262
407, 262, 521
407, 521, 262
385, 263, 561
385, 561, 263
179, 263, 488
179, 488, 263
319, 264, 96
319, 96, 264
434, 264, 39
434, 39, 264
893, 264, 331
893, 331, 264
82, 265, 118
82, 118, 265
734, 265, 347
734, 347, 265
446, 265, 257
446, 257, 265
282, 265, 356
282, 356, 265
95, 265, 195
95, 195, 265
727, 266, 278
727, 278, 266
172, 266, 587
172, 587, 266
472, 266, 440
472, 440, 266
788, 267, 365
788, 365, 267
911, 267, 541
911, 541, 267
270, 267, 352
270, 352, 267
447, 269, 325
447, 325, 269
900, 269, 277
900, 277, 269
537, 270, 430
537, 430, 270
783, 271, 418
783, 418, 271
327, 271, 427
327, 427, 271
801, 271, 32
801, 32, 271
602, 272, 74
602, 74, 272
260, 273, 72
260, 72, 273
944, 273, 349
944, 349, 273
692, 273, 441
692, 441, 273
792, 275, 416
792, 416, 275
577, 275, 439
577, 439, 275
450, 275, 46
450, 46, 275
945, 277, 453
945, 453, 277
738, 278, 221
738, 221, 278
563, 278, 373
563, 373, 278
369, 278, 86
369, 86, 278
908, 278, 18
908, 18, 278
798, 279, 50
798, 50, 279
112, 279, 355
112, 355, 279
140, 279, 496
140, 496, 279
737, 279, 568
737, 568, 279
180, 280, 560
180, 560, 280
209, 280, 330
209, 330, 280
655, 280, 38
655, 38, 280
542, 280, 446
542, 446, 280
410, 281, 569
410, 569, 281
861, 281, 290
861, 290, 281
935, 282, 27
935, 27, 282
259, 282, 143
259, 143, 282
17, 282, 293
17, 293, 282
777, 282, 511
777, 511, 282
284, 283, 50
284, 50, 283
576, 283, 45
576, 45, 283
741, 284, 502
741, 502, 284
835, 284, 564
835, 564, 284
653, 284, 330
653, 330, 284
78, 284, 352
78, 352, 284
367, 284, 285
367, 285, 284
33, 285, 15
33, 15, 285
58, 285, 74
58, 74, 285
289, 285, 313
289, 313, 285
31, 285, 119
31, 119, 285
101, 285, 436
101, 436, 285
470, 286, 371
470, 371, 286
464, 286, 285
464, 285, 286
509, 286, 247
509, 247, 286
209, 287, 465
209, 465, 287
498, 287, 431
498, 431, 287
157, 288, 401
157, 401, 288
519, 288, 560
519, 560, 288
500, 288, 533
500, 533, 288
70, 288, 115
70, 115, 288
737, 289, 572
737, 572, 289
777, 289, 315
777, 315, 289
969, 289, 347
969, 347, 289
937, 289, 268
937, 268, 289
154, 289, 298
154, 298, 289
557, 290, 111
557, 111, 290
901, 290, 357
901, 357, 290
59, 290, 89
59, 89, 290
961, 290, 275
961, 275, 290
154, 291, 594
154, 594, 291
651, 293, 586
651, 586, 293
947, 293, 488
947, 488, 293
260, 294, 94
260, 94, 294
967, 294, 166
967, 166, 294
187, 294, 241
187, 241, 294
598, 294, 539
598, 539, 294
608, 294, 587
608, 587, 294
781, 295, 389
781, 389, 295
2, 297, 111
2, 111, 297
420, 297, 186
420, 186, 297
950, 298, 467
950, 467, 298
20, 298, 336
20, 336, 298
465, 298, 361
465, 361, 298
359, 298, 212
359, 212, 298
551, 299, 192
551, 192, 299
851, 299, 407
851, 407, 299
469, 300, 416
469, 416, 300
938, 300, 222
938, 222, 300
400, 300, 519
400, 519, 300
949, 300, 28
949, 28, 300
882, 300, 523
882, 523, 300
67, 301, 297
67, 297, 301
319, 301, 483
319, 483, 301
606, 302, 28
606, 28, 302
307, 302, 102
307, 102, 302
230, 302, 539
230, 539, 302
25, 303, 132
25, 132, 303
40, 303, 369
40, 369, 303
80, 303, 34
80, 34, 303
849, 303, 147
849, 147, 303
749, 304, 451
749, 451, 304
419, 304, 526
419, 526, 304
605, 305, 494
605, 494, 305
749, 305, 221
749, 221, 305
390, 305, 233
390, 233, 305
801, 306, 440
801, 440, 306
406, 306, 549
406, 549, 306
252, 306, 58
252, 58, 306
628, 307, 231
628, 231, 307
669, 308, 101
669, 101, 308
571, 308, 90
571, 90, 308
949, 308, 259
949, 259, 308
719, 308, 216
719, 216, 308
21, 309, 597
21, 597, 309
75, 309, 408
75, 408, 309
570, 309, 364
570, 364, 309
537, 309, 286
537, 286, 309
595, 310, 458
595, 458, 310
371, 310, 557
371, 557, 310
923, 311, 17
923, 17, 311
977, 312, 8
977, 8, 312
608, 313, 164
608, 164, 313
859, 314, 590
859, 590, 314
946, 314, 116
946, 116, 314
385, 314, 13
385, 13, 314
899, 317, 412
899, 412, 317
962, 317, 530
962, 530, 317
644, 317, 53
644, 53, 317
170, 317, 355
170, 355, 317
27, 318, 465
27, 465, 318
403, 318, 449
403, 449, 318
67, 318, 169
67, 169, 318
907, 318, 457
907, 457, 318
357, 318, 512
357, 512, 318
908, 320, 174
908, 174, 320
901, 320, 21
901, 21, 320
871, 320, 181
871, 181, 320
269, 320, 354
269, 354, 320
26, 320, 111
26, 111, 320
285, 321, 268
285, 268, 321
750, 321, 452
750, 452, 321
102, 322, 84
102, 84, 322
426, 322, 375
426, 375, 322
772, 322, 133
772, 133, 322
57, 323, 232
57, 232, 323
377, 323, 46
377, 46, 323
868, 323, 377
868, 377, 323
972, 325, 511
972, 511, 325
691, 325, 285
691, 285, 325
741, 325, 560
741, 560, 325
286, 326, 558
286, 558, 326
604, 326, 500
604, 500, 326
767, 326, 168
767, 168, 326
765, 326, 190
765, 190, 326
25, 327, 197
25, 197, 327
870, 327, 551
870, 551, 327
215, 327, 143
215, 143, 327
27, 327, 543
27, 543, 327
742, 327, 223
742, 223, 327
852, 328, 262
852, 262, 328
930, 328, 304
930, 304, 328
235, 328, 407
235, 407, 328
481, 328, 47
481, 47, 328
265, 329, 445
265, 445, 329
828, 330, 205
828, 205, 330
802, 330, 343
802, 343, 330
274, 330, 114
274, 114, 330
80, 330, 49
80, 49, 330
639, 331, 575
639, 575, 331
338, 331, 420
338, 420, 331
974, 331, 122
974, 122, 331
614, 331, 348
614, 348, 331
547, 332, 263
547, 263, 332
978, 332, 576
978, 576, 332
368, 333, 288
368, 288, 333
868, 333, 502
868, 502, 333
429, 333, 282
429, 282, 333
131, 333, 225
131, 225, 333
807, 333, 302
807, 302, 333
194, 334, 136
194, 136, 334
74, 334, 445
74, 445, 334
292, 336, 264
292, 264, 336
370, 336, 5
370, 5, 336
111, 336, 508
111, 508, 336
217, 337, 415
217, 415, 337
430, 337, 105
430, 105, 337
356, 337, 183
356, 183, 337
567, 337, 118
567, 118, 337
206, 337, 542
206, 542, 337
325, 338, 296
325, 296, 338
74, 339, 235
74, 235, 339
888, 340, 461
888, 461, 340
626, 340, 452
626, 452, 340
834, 340, 298
834, 298, 340
458, 340, 521
458, 521, 340
640, 342, 271
640, 271, 342
424, 342, 133
424, 133, 342
991, 342, 215
991, 215, 342
859, 342, 167
859, 167, 342
614, 342, 0
614, 0, 342
196, 343, 263
196, 263, 343
227, 343, 50
227, 50, 343
967, 343, 405
967, 405, 343
106, 343, 504
106, 504, 343
71, 343, 385
71, 385, 343
265, 344, 213
265, 213, 344
297, 344, 473
297, 473, 344
521, 346, 205
521, 205, 346
731, 346, 389
731, 389, 346
635, 347, 454
635, 454, 347
599, 347, 63
599, 63, 347
842, 348, 319
842, 319, 348
259, 348, 584
259, 584, 348
395, 349, 369
395, 369, 349
72, 349, 19
72, 19, 349
573, 349, 59
573, 59, 349
868, 349, 437
868, 437, 349
305, 349, 110
305, 110, 349
625, 350, 407
625, 407, 350
389, 350, 239
389, 239, 350
272, 350, 572
272, 572, 350
845, 350, 116
845, 116, 350
301, 351, 124
